timestamp,event
2025-08-24 21:16:40,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:43,FATIGUE_ALERT
2025-08-24 21:16:44,FATIGUE_ALERT
2025-08-24 21:16:44,FATIGUE_ALERT
2025-08-24 21:16:44,FATIGUE_ALERT
2025-08-24 21:16:44,FATIGUE_ALERT
2025-08-24 21:16:44,FATIGUE_ALERT
2025-08-24 21:16:44,FATIGUE_ALERT
2025-08-24 21:16:44,FATIGUE_ALERT
2025-08-24 21:16:45,FATIGUE_ALERT
2025-08-24 21:16:45,FATIGUE_ALERT
2025-08-24 21:16:45,FATIGUE_ALERT
2025-08-24 21:16:46,FATIGUE_ALERT
2025-08-24 21:16:46,FATIGUE_ALERT
2025-08-24 21:16:46,FATIGUE_ALERT
2025-08-24 21:16:46,FATIGUE_ALERT
2025-08-24 21:16:46,FATIGUE_ALERT
2025-08-24 21:16:46,FATIGUE_ALERT
2025-08-24 21:16:46,FATIGUE_ALERT
2025-08-24 21:16:46,FATIGUE_ALERT
2025-08-24 21:16:46,FATIGUE_ALERT
2025-08-24 21:16:46,FATIGUE_ALERT
2025-08-24 21:17:04,FATIGUE_ALERT
2025-08-24 21:17:04,FATIGUE_ALERT
2025-08-24 21:17:04,FATIGUE_ALERT
2025-08-24 21:17:04,FATIGUE_ALERT
2025-08-24 21:17:04,FATIGUE_ALERT
2025-08-24 21:17:07,FATIGUE_ALERT
2025-08-24 21:17:07,FATIGUE_ALERT
2025-08-24 21:17:07,FATIGUE_ALERT
2025-08-24 21:17:07,FATIGUE_ALERT
2025-08-24 21:17:07,FATIGUE_ALERT
2025-08-24 21:17:07,FATIGUE_ALERT
2025-08-24 21:17:08,FATIGUE_ALERT
2025-08-24 21:17:27,FATIGUE_ALERT
2025-08-24 21:17:29,FATIGUE_ALERT
2025-08-24 21:17:29,FATIGUE_ALERT
2025-08-24 21:17:29,FATIGUE_ALERT
2025-08-24 21:17:29,FATIGUE_ALERT
2025-08-24 21:17:29,FATIGUE_ALERT
2025-08-24 21:17:29,FATIGUE_ALERT
2025-08-24 21:17:29,FATIGUE_ALERT
2025-08-24 21:17:29,FATIGUE_ALERT
2025-08-24 21:17:29,FATIGUE_ALERT
2025-08-24 21:17:29,FATIGUE_ALERT
2025-08-24 21:17:29,FATIGUE_ALERT
2025-08-24 21:17:30,FATIGUE_ALERT
2025-08-24 21:17:30,FATIGUE_ALERT
2025-08-24 21:17:30,FATIGUE_ALERT
2025-08-24 21:17:30,FATIGUE_ALERT
2025-08-24 21:17:30,FATIGUE_ALERT
2025-08-24 21:17:30,FATIGUE_ALERT
2025-08-24 21:17:30,FATIGUE_ALERT
2025-08-24 21:17:30,FATIGUE_ALERT
2025-08-24 21:17:30,FATIGUE_ALERT
2025-08-24 21:17:30,FATIGUE_ALERT
2025-08-24 21:17:30,FATIGUE_ALERT
2025-08-24 21:17:30,FATIGUE_ALERT
2025-08-24 21:17:31,FATIGUE_ALERT
2025-08-24 21:17:31,FATIGUE_ALERT
2025-08-24 21:17:31,FATIGUE_ALERT
2025-08-24 21:17:31,FATIGUE_ALERT
2025-08-24 21:17:31,FATIGUE_ALERT
2025-08-24 21:17:31,FATIGUE_ALERT
2025-08-24 21:17:32,FATIGUE_ALERT
2025-08-24 21:17:32,FATIGUE_ALERT
2025-08-24 21:17:32,FATIGUE_ALERT
2025-08-24 21:17:32,FATIGUE_ALERT
2025-08-24 21:17:33,FATIGUE_ALERT
2025-08-24 21:17:33,FATIGUE_ALERT
2025-08-24 21:17:33,FATIGUE_ALERT
2025-08-24 21:17:33,FATIGUE_ALERT
2025-08-24 21:17:33,FATIGUE_ALERT
2025-08-24 21:17:33,FATIGUE_ALERT
2025-08-24 21:17:34,FATIGUE_ALERT
2025-08-24 21:17:34,FATIGUE_ALERT
2025-08-24 21:17:34,FATIGUE_ALERT
2025-08-24 21:17:34,FATIGUE_ALERT
2025-08-24 21:17:34,FATIGUE_ALERT
2025-08-24 21:17:34,FATIGUE_ALERT
2025-08-24 21:27:54,FATIGUE_ALERT
2025-08-24 21:27:55,FATIGUE_ALERT
2025-08-24 21:27:55,FATIGUE_ALERT
2025-08-24 21:27:55,FATIGUE_ALERT
2025-08-24 21:27:55,FATIGUE_ALERT
2025-08-24 21:27:55,FATIGUE_ALERT
2025-08-24 21:27:55,FATIGUE_ALERT
2025-08-24 21:27:57,FATIGUE_ALERT
2025-08-24 21:27:57,FATIGUE_ALERT
2025-08-24 21:27:57,FATIGUE_ALERT
2025-08-24 21:27:57,FATIGUE_ALERT
2025-08-24 21:27:57,FATIGUE_ALERT
2025-08-24 21:27:57,FATIGUE_ALERT
2025-08-24 21:27:57,FATIGUE_ALERT
2025-08-24 21:27:57,FATIGUE_ALERT
2025-08-24 21:27:57,FATIGUE_ALERT
2025-08-24 21:27:57,FATIGUE_ALERT
2025-08-24 21:27:57,FATIGUE_ALERT
2025-08-24 21:27:57,FATIGUE_ALERT
2025-08-24 21:29:28,FATIGUE_ALERT
2025-08-24 21:29:28,FATIGUE_ALERT
2025-08-24 21:29:28,FATIGUE_ALERT
2025-08-24 21:29:28,FATIGUE_ALERT
2025-08-24 21:29:28,FATIGUE_ALERT
2025-08-24 21:29:28,FATIGUE_ALERT
2025-08-24 21:29:28,FATIGUE_ALERT
2025-08-24 21:29:28,FATIGUE_ALERT
2025-08-24 21:29:28,FATIGUE_ALERT
2025-08-24 21:29:29,FATIGUE_ALERT
2025-08-24 21:29:29,FATIGUE_ALERT
2025-08-24 21:29:33,FATIGUE_ALERT
2025-08-24 21:29:33,FATIGUE_ALERT
2025-08-24 21:29:33,FATIGUE_ALERT
2025-08-24 21:29:33,FATIGUE_ALERT
2025-08-24 21:29:33,FATIGUE_ALERT
2025-08-24 21:29:33,FATIGUE_ALERT
2025-08-24 21:29:33,FATIGUE_ALERT
2025-08-24 21:29:33,FATIGUE_ALERT
2025-08-24 21:29:33,FATIGUE_ALERT
2025-08-24 21:29:34,FATIGUE_ALERT
2025-08-24 21:29:34,FATIGUE_ALERT
2025-08-24 21:29:34,FATIGUE_ALERT
2025-08-24 21:29:34,FATIGUE_ALERT
2025-08-24 21:29:34,FATIGUE_ALERT
2025-08-24 21:29:34,FATIGUE_ALERT
2025-08-24 21:29:34,FATIGUE_ALERT
2025-08-24 21:29:34,FATIGUE_ALERT
2025-08-24 21:29:34,FATIGUE_ALERT
2025-08-24 21:29:34,FATIGUE_ALERT
2025-08-24 21:29:35,FATIGUE_ALERT
2025-08-24 21:29:35,FATIGUE_ALERT
2025-08-24 21:29:35,FATIGUE_ALERT
2025-08-24 21:29:35,FATIGUE_ALERT
2025-08-24 21:29:35,FATIGUE_ALERT
2025-08-24 21:29:35,FATIGUE_ALERT
2025-08-24 21:29:35,FATIGUE_ALERT
2025-08-24 21:29:36,FATIGUE_ALERT
2025-08-24 21:29:36,FATIGUE_ALERT
2025-08-24 21:29:36,FATIGUE_ALERT
2025-08-24 21:29:36,FATIGUE_ALERT
2025-08-24 21:29:36,FATIGUE_ALERT
2025-08-24 21:29:36,FATIGUE_ALERT
2025-08-24 21:29:36,FATIGUE_ALERT
2025-08-24 21:29:37,FATIGUE_ALERT
2025-08-24 21:29:37,FATIGUE_ALERT
2025-08-24 21:29:37,FATIGUE_ALERT
2025-08-24 21:29:37,FATIGUE_ALERT
2025-08-24 21:29:37,FATIGUE_ALERT
2025-08-24 21:29:37,FATIGUE_ALERT
2025-08-24 21:29:37,FATIGUE_ALERT
2025-08-24 21:29:37,FATIGUE_ALERT
2025-08-24 21:29:37,FATIGUE_ALERT
2025-08-24 21:29:37,FATIGUE_ALERT
2025-08-24 21:29:38,FATIGUE_ALERT
2025-08-24 21:29:40,FATIGUE_ALERT
2025-08-24 21:29:40,FATIGUE_ALERT
2025-08-24 21:29:43,FATIGUE_ALERT
2025-08-24 21:29:43,FATIGUE_ALERT
2025-08-24 21:29:43,FATIGUE_ALERT
2025-08-24 21:29:44,FATIGUE_ALERT
2025-08-24 21:29:44,FATIGUE_ALERT
2025-08-24 21:29:44,FATIGUE_ALERT
2025-08-24 21:29:45,FATIGUE_ALERT
